model,class_id,class_name,support_pixels,tp,fp,fn,tn,precision,recall_sensitivity,specificity,f1,dice,iou,loss,roc_auc,average_precision,pr_auc,hd95,asd,architecture,variation,contrastive_label,contrastive_weight,handle,checkpoint_path,baseline_model,dice_baseline,iou_baseline,f1_baseline,roc_auc_baseline,average_precision_baseline,pr_auc_baseline,hd95_baseline,asd_baseline,delta_dice,delta_iou,delta_f1,delta_roc_auc,delta_average_precision,delta_pr_auc,delta_hd95,delta_asd
ResNet-UNet cw005,7,Aorta,265363,245983,55557,19380,78355048,0.8157557869602706,0.9269679646371197,0.9992914606385195,0.8678133648966401,0.8678133648966402,0.7664932070297894,0.3581858378055753,0.9979855489679543,0.9219848312915726,0.921876615147417,5.385203787855206,1.6729911770530734,ResNetUNet,resnet-unet-cw005,cw050,0.05,tensura3607/abdominal-multi-organ-segmentation/pyTorch/resnet-unet-cw005,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/resnet-unet-cw005/1/best_resnet_unet.pt,ResNet-UNet cw0,0.8975281624979805,0.814105296813386,0.8975281624979805,0.9996169373694874,0.9552694898165789,0.9552454517863201,5.566775246949445,1.7695456491286097,-0.029714797601340326,-0.047612089783596545,-0.029714797601340437,-0.001631388401533096,-0.03328465852500628,-0.03336883663890311,-0.181571459094239,-0.09655447207553625
ResNet-UNet cw005,8,Pancreas,505571,331945,39927,173626,78130470,0.8926324111522245,0.6565744475058893,0.9994892311983525,0.7566189484673078,0.7566189484673078,0.6085173547840689,0.3581858378055753,0.9544664355407697,0.8277650534038165,0.8277429128827205,14.866569731156538,5.816190670123716,ResNetUNet,resnet-unet-cw005,cw050,0.05,tensura3607/abdominal-multi-organ-segmentation/pyTorch/resnet-unet-cw005,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/resnet-unet-cw005/1/best_resnet_unet.pt,ResNet-UNet cw0,0.7689402289728554,0.624616486599415,0.7689402289728554,0.9728253920972214,0.8436424844766467,0.8436095217783078,14.878423951657856,5.462440361130702,-0.012321280505547594,-0.016099131815346168,-0.012321280505547594,-0.0183589565564517,-0.01587743107283024,-0.01586660889558733,-0.011854220501318125,0.3537503089930141
TransUNet cw0,1,Spleen,84568,72406,7923,12162,78583477,0.901368123591729,0.8561867373001608,0.9998991874429008,0.8781966924807608,0.8781966924807607,0.7828437361473009,0.35433828720480814,0.9970153684621159,0.9332766949471197,0.9334036655189407,2.0564869691750696,0.7060811873773082,TransUNet,transunet,cw0,0.0,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet/4/best_transunet.pt,TransUNet cw0,0.8781966924807607,0.7828437361473009,0.8781966924807608,0.9970153684621159,0.9332766949471197,0.9334036655189407,2.0564869691750696,0.7060811873773082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TransUNet cw0,2,Right kidney,22661,13548,6993,9113,78646314,0.6595589309186505,0.5978553461894885,0.9999110908330912,0.6271931855006714,0.6271931855006713,0.4568692250623862,0.35433828720480814,0.9600016664516917,0.626734895468743,0.6248549151248589,5.09650203911697,2.2327129656025724,TransUNet,transunet,cw0,0.0,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet/4/best_transunet.pt,TransUNet cw0,0.6271931855006713,0.4568692250623862,0.6271931855006714,0.9600016664516917,0.626734895468743,0.6248549151248589,5.09650203911697,2.2327129656025724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TransUNet cw0,3,Left kidney,169740,156713,9174,13027,78497054,0.9446972939410563,0.9232532107929775,0.999883143029111,0.9338521632645765,0.9338521632645764,0.8759124495567703,0.35433828720480814,0.9976797193625357,0.9727137918112345,0.9727037743675395,2.9641707954875756,0.8843992725719965,TransUNet,transunet,cw0,0.0,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet/4/best_transunet.pt,TransUNet cw0,0.9338521632645764,0.8759124495567703,0.9338521632645765,0.9976797193625357,0.9727137918112345,0.9727037743675395,2.9641707954875756,0.8843992725719965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TransUNet cw0,4,Gallbladder,168278,155767,26911,12511,78480779,0.8526861472098446,0.9256527888375189,0.9996572182928831,0.8876725287500429,0.8876725287500428,0.7980316513737967,0.35433828720480814,0.9963457936095859,0.938702681524738,0.9386706137763031,7.40660707954074,2.6092570460062507,TransUNet,transunet,cw0,0.0,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet/4/best_transunet.pt,TransUNet cw0,0.8876725287500428,0.7980316513737967,0.8876725287500429,0.9963457936095859,0.938702681524738,0.9386706137763031,7.40660707954074,2.6092570460062507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TransUNet cw0,5,Liver,1868558,1799300,122952,69258,76684458,0.9360375226557184,0.9629350547320447,0.998399216950552,0.9492957969404955,0.9492957969404956,0.9034852950776044,0.35433828720480814,0.9994926074182466,0.9796733042196568,0.979642329352545,8.01523160047692,1.9717243260641804,TransUNet,transunet,cw0,0.0,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet/4/best_transunet.pt,TransUNet cw0,0.9492957969404956,0.9034852950776044,0.9492957969404955,0.9994926074182466,0.9796733042196568,0.979642329352545,8.01523160047692,1.9717243260641804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TransUNet cw0,6,Stomach,96519,55599,33565,40920,78545884,0.6235588354044234,0.576042022814161,0.9995728526933295,0.5988593463052622,0.5988593463052622,0.42740844377479165,0.35433828720480814,0.9695253574726483,0.6136528035125223,0.612922835839731,15.960304996522177,4.781774955920086,TransUNet,transunet,cw0,0.0,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet/4/best_transunet.pt,TransUNet cw0,0.5988593463052622,0.42740844377479165,0.5988593463052622,0.9695253574726483,0.6136528035125223,0.612922835839731,15.960304996522177,4.781774955920086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TransUNet cw0,7,Aorta,265363,245929,32674,19434,78377931,0.8827220094543131,0.9267644698017433,0.9995832961625535,0.9042072482471332,0.904207248247133,0.8251626475907354,0.35433828720480814,0.9993364021591344,0.9559643022532246,0.9559434934438449,4.3833844212204385,1.472959915493362,TransUNet,transunet,cw0,0.0,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet/4/best_transunet.pt,TransUNet cw0,0.904207248247133,0.8251626475907354,0.9042072482471332,0.9993364021591344,0.9559643022532246,0.9559434934438449,4.3833844212204385,1.472959915493362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TransUNet cw0,8,Pancreas,505571,383671,100055,121900,78070342,0.7931576967126017,0.7588864867644702,0.9987200397613434,0.7756437146782007,0.7756437146782008,0.6335114410543801,0.35433828720480814,0.9677847583910781,0.82589587956765,0.8258556159992799,15.86283419137951,5.996746021577967,TransUNet,transunet,cw0,0.0,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet/4/best_transunet.pt,TransUNet cw0,0.7756437146782008,0.6335114410543801,0.7756437146782007,0.9677847583910781,0.82589587956765,0.8258556159992799,15.86283419137951,5.996746021577967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TransUNet cw001,1,Spleen,84568,71979,6499,12589,78584901,0.9171869823389994,0.8511375461167344,0.9999173064737363,0.8829287440354255,0.8829287440354255,0.7903960820055563,0.35542550648809695,0.9939892424620639,0.9377888749185698,0.9377297731143796,1.815245529928411,0.6405557775547652,TransUNet,transunet-cw001,cw010,0.01,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw001,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw001/2/best_transunet.pt,TransUNet cw0,0.8781966924807607,0.7828437361473009,0.8781966924807608,0.9970153684621159,0.9332766949471197,0.9334036655189407,2.0564869691750696,0.7060811873773082,0.004732051554664829,0.0075523458582554825,0.004732051554664718,-0.003026126000052032,0.004512179971450037,0.004326107595438833,-0.24124143924665864,-0.06552540982254296
TransUNet cw001,2,Right kidney,22661,15912,11936,6749,78641371,0.5713875323182993,0.7021755438859715,0.9998482454145253,0.6300659288443644,0.6300659288443644,0.45992427089053967,0.35542550648809695,0.9521608334189104,0.6370812374764074,0.6355173106037331,7.423944847567964,2.327518999104029,TransUNet,transunet-cw001,cw010,0.01,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw001,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw001/2/best_transunet.pt,TransUNet cw0,0.6271931855006713,0.4568692250623862,0.6271931855006714,0.9600016664516917,0.626734895468743,0.6248549151248589,5.09650203911697,2.2327129656025724,0.0028727433436931404,0.0030550458281534687,0.0028727433436930294,-0.00784083303278127,0.010346342007664489,0.010662395478874154,2.3274428084509937,0.09480603350145644
TransUNet cw001,3,Left kidney,169740,156027,9048,13713,78497180,0.9451885506587915,0.9192117355956169,0.9998847479973181,0.9320191747681555,0.9320191747681555,0.8726927981743742,0.35542550648809695,0.9933941298350195,0.9743757440008135,0.9743595926601613,2.50385896003391,0.7149247261745342,TransUNet,transunet-cw001,cw010,0.01,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw001,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw001/2/best_transunet.pt,TransUNet cw0,0.9338521632645764,0.8759124495567703,0.9338521632645765,0.9976797193625357,0.9727137918112345,0.9727037743675395,2.9641707954875756,0.8843992725719965,-0.0018329884964208842,-0.003219651382396105,-0.0018329884964209953,-0.0042855895275162315,0.0016619521895789857,0.0016558182926217357,-0.4603118354536657,-0.1694745463974623
TransUNet cw001,4,Gallbladder,168278,156064,24886,12214,78482804,0.862470295661785,0.9274177254305376,0.999683011944435,0.8937656774370899,0.8937656774370898,0.8079352260255535,0.35542550648809695,0.9981600664884065,0.9439558428759347,0.943924700822225,4.4551866983854005,1.5253853769893022,TransUNet,transunet-cw001,cw010,0.01,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw001,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw001/2/best_transunet.pt,TransUNet cw0,0.8876725287500428,0.7980316513737967,0.8876725287500429,0.9963457936095859,0.938702681524738,0.9386706137763031,7.40660707954074,2.6092570460062507,0.006093148687047023,0.00990357465175673,0.006093148687047023,0.001814272878820633,0.005253161351196689,0.005254087045921896,-2.95142038115534,-1.0838716690169485
TransUNet cw001,5,Liver,1868558,1787147,108315,81411,76699095,0.9428556204239389,0.9564311089085809,0.998589784501261,0.9495948480613813,0.9495948480613812,0.9040272187439456,0.35542550648809695,0.9989374325904268,0.9841535596003554,0.9841525222084906,7.415337575289323,1.8230002475778326,TransUNet,transunet-cw001,cw010,0.01,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw001,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw001/2/best_transunet.pt,TransUNet cw0,0.9492957969404956,0.9034852950776044,0.9492957969404955,0.9994926074182466,0.9796733042196568,0.979642329352545,8.01523160047692,1.9717243260641804,0.00029905112088557395,0.0005419236663412041,0.000299051120885796,-0.0005551748278198598,0.004480255380698628,0.004510192855945561,-0.5998940251875968,-0.14872407848634772
TransUNet cw001,6,Stomach,96519,57838,31492,38681,78547957,0.647464457629016,0.5992395279685865,0.9995992336367744,0.6224192758637389,0.6224192758637388,0.4518205466717704,0.35542550648809695,0.9782787941623439,0.6431558339449838,0.6426406751767236,14.81359516320616,4.406045322008623,TransUNet,transunet-cw001,cw010,0.01,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw001,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw001/2/best_transunet.pt,TransUNet cw0,0.5988593463052622,0.42740844377479165,0.5988593463052622,0.9695253574726483,0.6136528035125223,0.612922835839731,15.960304996522177,4.781774955920086,0.023559929558476633,0.02441210289697876,0.023559929558476744,0.008753436689695526,0.029503030432461497,0.02971783933699268,-1.1467098333160166,-0.37572963391146263
TransUNet cw001,7,Aorta,265363,244752,24696,20611,78385909,0.9083459517235236,0.9223290360751122,0.9996850426036121,0.9152840910153306,0.9152840910153307,0.8438007439865682,0.35542550648809695,0.9976530721393864,0.9622092005021199,0.9621961516208989,6.4333372327318985,2.0179211499048018,TransUNet,transunet-cw001,cw010,0.01,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw001,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw001/2/best_transunet.pt,TransUNet cw0,0.904207248247133,0.8251626475907354,0.9042072482471332,0.9993364021591344,0.9559643022532246,0.9559434934438449,4.3833844212204385,1.472959915493362,0.011076842768197648,0.018638096395832804,0.011076842768197426,-0.001683330019748075,0.006244898248895292,0.006252658177054005,2.04995281151146,0.5449612344114398
TransUNet cw001,8,Pancreas,505571,369097,56896,136474,78113501,0.8664391198916415,0.7300596751000354,0.9992721541378381,0.7924243530235174,0.7924243530235174,0.6562109421530508,0.35542550648809695,0.9720940075122886,0.8371833171217062,0.8371617885135266,15.712942538419114,5.2274198694296015,TransUNet,transunet-cw001,cw010,0.01,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw001,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw001/2/best_transunet.pt,TransUNet cw0,0.7756437146782008,0.6335114410543801,0.7756437146782007,0.9677847583910781,0.82589587956765,0.8258556159992799,15.86283419137951,5.996746021577967,0.016780638345316623,0.022699501098670694,0.016780638345316734,0.0043092491212104456,0.011287437554056257,0.011306172514246704,-0.14989165296039708,-0.7693261521483654
TransUNet cw003,1,Spleen,84568,74418,9971,10150,78581429,0.8818447901977746,0.8799782423611768,0.9998731286120365,0.8809105275306734,0.8809105275306734,0.7871672008377495,0.35587528484816455,0.9982830894071761,0.9445394173832553,0.9444888653993061,2.29010641418727,0.8091792504375128,TransUNet,transunet-cw003,cw030,0.03,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw003,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw003/2/best_transunet.pt,TransUNet cw0,0.8781966924807607,0.7828437361473009,0.8781966924807608,0.9970153684621159,0.9332766949471197,0.9334036655189407,2.0564869691750696,0.7060811873773082,0.0027138350499127384,0.004323464690448642,0.0027138350499126274,0.0012677209450602245,0.011262722436135575,0.011085199880365382,0.23361944501220044,0.10309806306020464
TransUNet cw003,2,Right kidney,22661,13904,7069,8757,78646238,0.6629475992943308,0.613565155994881,0.9999101245672989,0.6373011871476371,0.6373011871476372,0.46767574840228726,0.35587528484816455,0.9734932568086523,0.6864481737126104,0.6854675468788752,5.28582221615493,2.1322992865001713,TransUNet,transunet-cw003,cw030,0.03,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw003,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw003/2/best_transunet.pt,TransUNet cw0,0.6271931855006713,0.4568692250623862,0.6271931855006714,0.9600016664516917,0.626734895468743,0.6248549151248589,5.09650203911697,2.2327129656025724,0.010108001646965903,0.010806523339901064,0.01010800164696568,0.01349159035696057,0.05971327824386741,0.06061263175401632,0.18932017703795978,-0.10041367910240107
TransUNet cw003,3,Left kidney,169740,159204,10412,10536,78495816,0.9386142816715404,0.9379285966772711,0.999867373579584,0.9382713139004466,0.9382713139004467,0.8837204138727297,0.35587528484816455,0.9998994953979145,0.9807243425602234,0.9807056425862487,2.2129622341570263,0.6863169251765396,TransUNet,transunet-cw003,cw030,0.03,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw003,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw003/2/best_transunet.pt,TransUNet cw0,0.9338521632645764,0.8759124495567703,0.9338521632645765,0.9976797193625357,0.9727137918112345,0.9727037743675395,2.9641707954875756,0.8843992725719965,0.004419150635870284,0.007807964315959426,0.004419150635870062,0.0022197760353787066,0.008010550748988932,0.008001868218709185,-0.7512085613305493,-0.19808234739545683
TransUNet cw003,4,Gallbladder,168278,152702,13149,15576,78494541,0.9207179938619604,0.907438880899464,0.99983251322259,0.914030209888995,0.914030209888995,0.8416718570003362,0.35587528484816455,0.9966843325673773,0.9552410335723646,0.9552197814165004,2.7570217523242198,0.8786325733831951,TransUNet,transunet-cw003,cw030,0.03,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw003,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw003/2/best_transunet.pt,TransUNet cw0,0.8876725287500428,0.7980316513737967,0.8876725287500429,0.9963457936095859,0.938702681524738,0.9386706137763031,7.40660707954074,2.6092570460062507,0.026357681138952205,0.043640205626539474,0.026357681138952094,0.0003385389577914566,0.016538352047626548,0.016549167640197315,-4.649585327216521,-1.7306244726230555
TransUNet cw003,5,Liver,1868558,1805840,106480,62718,76700930,0.9443189424364123,0.9664350798851307,0.9986136754253268,0.9552490188786836,0.9552490188786837,0.9143317748823061,0.35587528484816455,0.9995660898160982,0.9896458921491897,0.9896456366319455,6.389674500214418,1.576400456816894,TransUNet,transunet-cw003,cw030,0.03,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw003,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw003/2/best_transunet.pt,TransUNet cw0,0.9492957969404956,0.9034852950776044,0.9492957969404955,0.9994926074182466,0.9796733042196568,0.979642329352545,8.01523160047692,1.9717243260641804,0.005953221938188147,0.010846479804701659,0.005953221938188147,7.348239785154309e-05,0.009972587929532928,0.010003307279400464,-1.625557100262502,-0.39532386924728646
TransUNet cw003,6,Stomach,96519,56422,28278,40097,78551171,0.6661393152302243,0.5845688413680208,0.9996401349161916,0.6226940883682175,0.6226940883682175,0.45211022700866205,0.35587528484816455,0.9853747821757005,0.6323841261676909,0.631924880055011,14.941032393302335,4.7742631704488785,TransUNet,transunet-cw003,cw030,0.03,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw003,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw003/2/best_transunet.pt,TransUNet cw0,0.5988593463052622,0.42740844377479165,0.5988593463052622,0.9695253574726483,0.6136528035125223,0.612922835839731,15.960304996522177,4.781774955920086,0.023834742062955327,0.0247017832338704,0.023834742062955327,0.015849424703052173,0.018731322655168636,0.019002044215280067,-1.019272603219843,-0.007511785471207233
TransUNet cw003,7,Aorta,265363,245507,43918,19856,78366687,0.8482577524401831,0.9251741953475051,0.9994398971924779,0.8850479822923351,0.8850479822923351,0.7937991664538073,0.35587528484816455,0.999509432025357,0.9565312136588556,0.9565127310363778,9.109579145500941,2.6608463676764624,TransUNet,transunet-cw003,cw030,0.03,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw003,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw003/2/best_transunet.pt,TransUNet cw0,0.904207248247133,0.8251626475907354,0.9042072482471332,0.9993364021591344,0.9559643022532246,0.9559434934438449,4.3833844212204385,1.472959915493362,-0.019159265954798,-0.031363481136928106,-0.01915926595479811,0.00017302986622258487,0.000566911405631032,0.0005692375925329118,4.726194724280503,1.1878864521831005
TransUNet cw003,8,Pancreas,505571,317084,40034,188487,78130363,0.8878969976310351,0.6271799608759205,0.9994878623937397,0.7351061622438678,0.7351061622438677,0.5811603632664657,0.35587528484816455,0.9594563045672433,0.7798331713786956,0.7798102109444437,16.002284814245893,5.901818198367047,TransUNet,transunet-cw003,cw030,0.03,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw003,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw003/2/best_transunet.pt,TransUNet cw0,0.7756437146782008,0.6335114410543801,0.7756437146782007,0.9677847583910781,0.82589587956765,0.8258556159992799,15.86283419137951,5.996746021577967,-0.0405375524343331,-0.05235107778791437,-0.04053755243433288,-0.008328453823834847,-0.046062708188954415,-0.04604540505483623,0.13945062286638255,-0.09492782321092008
TransUNet cw005,1,Spleen,84568,76478,9920,8090,78581480,0.8851825273733188,0.9043373380001892,0.9998737775380003,0.8946574172642514,0.8946574172642514,0.8093937854542376,0.3532910486493184,0.9993131791964287,0.9485672364972273,0.948509480618504,2.204801523051106,0.6948642910311548,TransUNet,transunet-cw005,cw050,0.05,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw005,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw005/2/best_transunet.pt,TransUNet cw0,0.8781966924807607,0.7828437361473009,0.8781966924807608,0.9970153684621159,0.9332766949471197,0.9334036655189407,2.0564869691750696,0.7060811873773082,0.0164607247834907,0.02655004930693672,0.016460724783490588,0.0022978107343127885,0.015290541550107561,0.015105815099563324,0.14831455387603665,-0.011216896346153415
TransUNet cw005,2,Right kidney,22661,15789,6604,6872,78646703,0.7050864109319877,0.6967477163408499,0.9999160365882644,0.7008922626181915,0.7008922626181915,0.5395181957970272,0.3532910486493184,0.9809574234929425,0.7082182208247073,0.7069262316327287,4.903019247593932,2.1625158419297907,TransUNet,transunet-cw005,cw050,0.05,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw005,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw005/2/best_transunet.pt,TransUNet cw0,0.6271931855006713,0.4568692250623862,0.6271931855006714,0.9600016664516917,0.626734895468743,0.6248549151248589,5.09650203911697,2.2327129656025724,0.07369907711752022,0.082648970734641,0.0736990771175201,0.020955757041250744,0.08148332535596436,0.08207131650786981,-0.1934827915230386,-0.07019712367278164
TransUNet cw005,3,Left kidney,169740,161953,20653,7787,78485575,0.8868985685026779,0.9541239542830211,0.9997369253303062,0.9192838857259625,0.9192838857259625,0.850624760364089,0.3532910486493184,0.999927132566656,0.974018277819054,0.9739964047540541,3.3724607699975153,1.1139083031428128,TransUNet,transunet-cw005,cw050,0.05,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw005,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw005/2/best_transunet.pt,TransUNet cw0,0.9338521632645764,0.8759124495567703,0.9338521632645765,0.9976797193625357,0.9727137918112345,0.9727037743675395,2.9641707954875756,0.8843992725719965,-0.014568277538613894,-0.025287689192681317,-0.014568277538614005,0.002247413204120252,0.0013044860078195164,0.001292630386514615,0.40828997450993976,0.22950903057081629
TransUNet cw005,4,Gallbladder,168278,154485,22613,13793,78485077,0.8723136342589979,0.9180344430050273,0.9997119645222016,0.894590243676457,0.894590243676457,0.8092838321345689,0.3532910486493184,0.9985262503322536,0.9499002741913418,0.9498580634859328,4.770280455755083,1.942799867554397,TransUNet,transunet-cw005,cw050,0.05,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw005,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw005/2/best_transunet.pt,TransUNet cw0,0.8876725287500428,0.7980316513737967,0.8876725287500429,0.9963457936095859,0.938702681524738,0.9386706137763031,7.40660707954074,2.6092570460062507,0.006917714926414242,0.011252180760772168,0.006917714926414131,0.0021804567226677563,0.011197592666603806,0.011187449709629704,-2.6363266237856573,-0.6664571784518538
TransUNet cw005,5,Liver,1868558,1791193,102299,77365,76705111,0.9459733656123184,0.9585964149895266,0.9986681102773808,0.9522430589705081,0.9522430589705081,0.9088396570628919,0.3532910486493184,0.9987879428422419,0.9839962739413624,0.9839951362601589,7.286711204793146,1.5735915320139102,TransUNet,transunet-cw005,cw050,0.05,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw005,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw005/2/best_transunet.pt,TransUNet cw0,0.9492957969404956,0.9034852950776044,0.9492957969404955,0.9994926074182466,0.9796733042196568,0.979642329352545,8.01523160047692,1.9717243260641804,0.0029472620300124985,0.005354361985287492,0.0029472620300126096,-0.0007046645760047099,0.0043229697217055385,0.00435280690761386,-0.7285203956837734,-0.39813279405027013
TransUNet cw005,6,Stomach,96519,64100,44959,32419,78534490,0.5877552517444686,0.6641179456894497,0.9994278529491852,0.6236075844691552,0.6236075844691552,0.45307397616590567,0.3532910486493184,0.9774204972050887,0.650783001974365,0.6501688822832465,15.675110345500629,4.3511337572177196,TransUNet,transunet-cw005,cw050,0.05,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw005,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw005/2/best_transunet.pt,TransUNet cw0,0.5988593463052622,0.42740844377479165,0.5988593463052622,0.9695253574726483,0.6136528035125223,0.612922835839731,15.960304996522177,4.781774955920086,0.024748238163893044,0.02566553239111402,0.024748238163893044,0.007895139732440382,0.037130198461842734,0.03724604644351559,-0.2851946510215484,-0.43064119870236617
TransUNet cw005,7,Aorta,265363,245373,51714,19990,78358891,0.8259297781457957,0.9246692266819413,0.9993404718660186,0.8725148902124633,0.8725148902124633,0.7738593464678927,0.3532910486493184,0.9995204368990267,0.9104579897548775,0.9103707112178333,8.612605707633737,2.196190788356745,TransUNet,transunet-cw005,cw050,0.05,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw005,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw005/2/best_transunet.pt,TransUNet cw0,0.904207248247133,0.8251626475907354,0.9042072482471332,0.9993364021591344,0.9559643022532246,0.9559434934438449,4.3833844212204385,1.472959915493362,-0.03169235803466974,-0.05130330112284276,-0.031692358034669854,0.00018403473989225816,-0.045506312498347135,-0.04557278222601158,4.229221286413298,0.723230872863383
TransUNet cw005,8,Pancreas,505571,363245,62816,142326,78107581,0.8525657124214607,0.7184846440954881,0.9991964221443062,0.7798036134439348,0.7798036134439349,0.6390804152804339,0.3532910486493184,0.9421297155238364,0.8141938888651373,0.8141723643985666,16.11659050232172,6.5649365926735035,TransUNet,transunet-cw005,cw050,0.05,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw005,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw005/2/best_transunet.pt,TransUNet cw0,0.7756437146782008,0.6335114410543801,0.7756437146782007,0.9677847583910781,0.82589587956765,0.8258556159992799,15.86283419137951,5.996746021577967,0.0041598987657340825,0.005568974226053847,0.0041598987657340825,-0.02565504286724174,-0.011701990702512655,-0.011683251600713374,0.25375631094220985,0.5681905710955366
